id,beta,roi,model,contrast
RV131,0,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV132,4.84680194534361,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV135,0,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV136,0,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV137,0,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV144,-0.976777314641621,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV146,0,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV147,0,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV148,-1.58255825702173,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV150,-0.875264273001302,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV151,0,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV152,0,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV153,0.539180739513777,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV154,-0.345319830041262,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV158,3.82658116474542,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV160,0.36764371147278,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV165,0.739261298498604,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV166,2.06172456408796,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV167,0,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV168,0,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV169,-2.24670710232167,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV170,0,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV171,0,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV172,0,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV173,0,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV177,1.43859860449269,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV178,0.461234415534727,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV179,-0.39959523278654,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV182,2.88907228326125,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV183,-1.6180685385215,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV184,-0.361390156198672,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV186,-2.19483688545804,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV188,-0.083603875154993,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV189,-0.690703965864416,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV191,0,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV193,-0.361468803914264,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV194,0,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV195,-0.663321973239206,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV196,1.38918072238427,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV200,-1.6630274563715,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV202,-0.490321786426078,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV203,2.01640473400131,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV204,-4.95991610597368,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV205,-1.6537874322418,left_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV001,0.634736880284889,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV004,4.54569197413714,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV005,-2.24180031430872,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV008,0.416457257662543,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV010,2.36127619252972,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV011,0.182705181134619,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV013,0,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV016,6.11211218505839,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV019,-1.09798681537185,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV020,0.732532979930741,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV021,3.10458906923545,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV022,1.62275505330792,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV024,0.625619270863833,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV025,1.43022544524575,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV026,-2.30564338875933,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV027,-0.937979633960768,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV030,-3.97707358196718,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV032,-2.74743866348429,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV038,6.39953708043322,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV043,-0.996372609580444,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV047,0.419374662681773,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV048,2.10149645279997,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV053,0.0117026963944446,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV055,-3.09889748309538,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV056,-2.82827413481657,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV059,-2.51060151805732,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV062,-1.95795492805851,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV063,-3.73512943509574,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV065,-2.12312715327943,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV066,3.64057907637841,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV071,-2.80739639578142,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV072,-2.0502379333175,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV073,4.82429954054244,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV080,0.889623052838782,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV081,1.89898255541352,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV082,-0.710556496515114,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV083,2.06561495320676,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV085,-0.893581775949605,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV086,1.86531419959275,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV087,-8.75106733484366,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV089,-0.656673251578369,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV094,1.15427619004622,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV095,-1.95267113724723,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV100,1.93417879955946,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV101,0,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV102,-0.516306653480373,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
